PORTFOLIO,COMPANY_CODE,KEY_DATE,AMOUNT,CURRENCY,FISCAL_YEAR,EXPECTATION_CHANGE,CLASSIFICATION,RISK_TYPE,SHOCK,RISK_CLASS,IMPACT,GROWTH_PERCENT
COMP_1_NL,IND03,31.03.1978,11904.2784,INR,1977,23,L,Premium&Reserve,0.1,Underwriting Risk,1190.42784,-66.66666667
COMP_2_NL,IND03,31.03.1978,59521.392,INR,1977,19,A,Equity,-0.15,Underwriting Risk,-8928.2088,25
COMP_2_NL,IND03,31.03.1978,29760.696,INR,1977,20,A,Property,-0.1,Underwriting Risk,-2976.0696,66.66666667
COMP_2_NL,IND03,31.03.1978,29760.696,INR,1977,21,A,Stock Prices,0.07,Underwriting Risk,2083.24872,-70.83333333
COMP_2_NL,IND03,31.03.1978,14880.348,INR,1977,22,A,Market Volatility,0.25,Underwriting Risk,3720.087,-58.33333333
COMP_2_NL,IND03,31.03.1978,5952.1392,INR,1977,23,L,Premium&Reserve,0.1,Underwriting Risk,595.21392,-66.66666667
COMP_1_L,IND03,30.06.1978,71425.6704,INR,1978,19,L,Mortality,0.2,Underwriting Risk,14285.13408,60
COMP_1_L,IND03,30.06.1978,28570.26816,INR,1978,20,L,Morbidity,-0.3,Underwriting Risk,-8571.080448,-44
COMP_1_L,IND03,30.06.1978,85710.80448,INR,1978,21,L,Longevity,0.2,Underwriting Risk,17142.1609,-20
COMP_1_L,IND03,30.06.1978,21427.70112,INR,1978,22,L,Lapse,-0.2,Underwriting Risk,-4285.540224,-20
COMP_1_L,IND03,30.06.1978,64283.10336,INR,1978,23,L,Expense,0.3,Underwriting Risk,19284.93101,260
COMP_2_L,IND03,30.06.1978,35712.8352,INR,1978,19,L,Mortality,0.2,Underwriting Risk,7142.56704,60
COMP_2_L,IND03,30.06.1978,14285.13408,INR,1978,20,L,Morbidity,-0.3,Underwriting Risk,-4285.540224,-44
COMP_2_L,IND03,30.06.1978,42855.40224,INR,1978,21,L,Longevity,0.3,Underwriting Risk,12856.62067,80
COMP_2_L,IND03,30.06.1978,10713.85056,INR,1978,22,L,Lapse,-0.25,Underwriting Risk,-2678.46264,-50
COMP_2_L,IND03,30.06.1978,32141.55168,INR,1978,23,L,Expense,0.05,Underwriting Risk,1607.077584,-40
COMP_1_NL,IND03,30.06.1978,142851.3408,INR,1978,19,A,Equity,-0.2,Underwriting Risk,-28570.26816,-60
COMP_1_NL,IND03,30.06.1978,71425.6704,INR,1978,20,A,Property,-0.1,Underwriting Risk,-7142.56704,-20
COMP_1_NL,IND03,30.06.1978,71425.6704,INR,1978,21,A,Stock Prices,0.12,Underwriting Risk,8571.080448,105.7142857
COMP_1_NL,IND03,30.06.1978,35712.8352,INR,1978,22,A,Market Volatility,0.2,Underwriting Risk,7142.56704,-4
COMP_1_NL,IND03,30.06.1978,14285.13408,INR,1978,23,L,Premium&Reserve,0.05,Underwriting Risk,714.256704,-40
COMP_2_NL,IND03,30.06.1978,71425.6704,INR,1978,19,A,Equity,-0.2,Underwriting Risk,-14285.13408,-60
COMP_2_NL,IND03,30.06.1978,35712.8352,INR,1978,20,A,Property,-0.05,Underwriting Risk,-1785.64176,40
COMP_2_NL,IND03,30.06.1978,35712.8352,INR,1978,21,A,Stock Prices,0.02,Underwriting Risk,714.256704,-65.71428571
COMP_2_NL,IND03,30.06.1978,17856.4176,INR,1978,22,A,Market Volatility,0.2,Underwriting Risk,3571.28352,-4
COMP_2_NL,IND03,30.06.1978,7142.56704,INR,1978,23,L,Premium&Reserve,0.05,Underwriting Risk,357.128352,-40
COMP_1_L,IND03,30.09.1978,83329.9488,INR,1978,19,L,Mortality,0.1,Underwriting Risk,8332.99488,-41.66666667
COMP_1_L,IND03,30.09.1978,33331.97952,INR,1978,20,L,Morbidity,-0.2,Underwriting Risk,-6666.395904,22.22222222
COMP_1_L,IND03,30.09.1978,99995.93856,INR,1978,21,L,Longevity,0.1,Underwriting Risk,9999.593856,-41.66666667
COMP_1_L,IND03,30.09.1978,24998.98464,INR,1978,22,L,Lapse,-0.2,Underwriting Risk,-4999.796928,-16.66666667
COMP_1_L,IND03,30.09.1978,74996.95392,INR,1978,23,L,Expense,0.05,Underwriting Risk,3749.847696,-80.55555556
COMP_2_L,IND03,30.09.1978,41664.9744,INR,1978,19,L,Mortality,0.1,Underwriting Risk,4166.49744,-41.66666667
COMP_2_L,IND03,30.09.1978,16665.98976,INR,1978,20,L,Morbidity,-0.2,Underwriting Risk,-3333.197952,22.22222222
COMP_2_L,IND03,30.09.1978,49997.96928,INR,1978,21,L,Longevity,0.1,Underwriting Risk,4999.796928,-61.11111111
COMP_2_L,IND03,30.09.1978,12499.49232,INR,1978,22,L,Lapse,-0.15,Underwriting Risk,-1874.923848,30
COMP_2_L,IND03,30.09.1978,37498.47696,INR,1978,23,L,Expense,0.15,Underwriting Risk,5624.771544,250
COMP_1_NL,IND03,30.09.1978,166659.8976,INR,1978,19,A,Equity,-0.1,Underwriting Risk,-16665.98976,41.66666667
COMP_1_NL,IND03,30.09.1978,83329.9488,INR,1978,20,A,Property,-0.1,Underwriting Risk,-8332.99488,-16.66666667
COMP_1_NL,IND03,30.09.1978,83329.9488,INR,1978,21,A,Stock Prices,0.02,Underwriting Risk,1666.598976,-80.55555556
COMP_1_NL,IND03,30.09.1978,41664.9744,INR,1978,22,A,Market Volatility,0.3,Underwriting Risk,12499.49232,75
COMP_1_NL,IND03,30.09.1978,16665.98976,INR,1978,23,L,Premium&Reserve,0.15,Underwriting Risk,2499.898464,250
COMP_2_NL,IND03,30.09.1978,83329.9488,INR,1978,19,A,Equity,-0.1,Underwriting Risk,-8332.99488,41.66666667
COMP_2_NL,IND03,30.09.1978,41664.9744,INR,1978,20,A,Property,-0.15,Underwriting Risk,-6249.74616,-250
COMP_2_NL,IND03,30.09.1978,41664.9744,INR,1978,21,A,Stock Prices,0.12,Underwriting Risk,4999.796928,600
COMP_2_NL,IND03,30.09.1978,20832.4872,INR,1978,22,A,Market Volatility,0.3,Underwriting Risk,6249.74616,75
COMP_2_NL,IND03,30.09.1978,8332.99488,INR,1978,23,L,Premium&Reserve,0.15,Underwriting Risk,1249.949232,250
COMP_1_L,IND03,31.12.1978,95234.2272,INR,1978,19,L,Mortality,0.15,Underwriting Risk,14285.13408,71.42857143
COMP_1_L,IND03,31.12.1978,38093.69088,INR,1978,20,L,Morbidity,-0.25,Underwriting Risk,-9523.42272,-42.85714286
COMP_1_L,IND03,31.12.1978,114281.0726,INR,1978,21,L,Longevity,0.3,Underwriting Risk,34284.32179,242.8571429
COMP_1_L,IND03,31.12.1978,28570.26816,INR,1978,22,L,Lapse,-0.2,Underwriting Risk,-5714.053632,-14.28571429
COMP_1_L,IND03,31.12.1978,85710.80448,INR,1978,23,L,Expense,0.1,Underwriting Risk,8571.080448,128.5714286
COMP_2_L,IND03,31.12.1978,47617.1136,INR,1978,19,L,Mortality,0.15,Underwriting Risk,7142.56704,71.42857143
COMP_2_L,IND03,31.12.1978,19046.84544,INR,1978,20,L,Morbidity,-0.25,Underwriting Risk,-4761.71136,-42.85714286
COMP_2_L,IND03,31.12.1978,57140.53632,INR,1978,21,L,Longevity,0.2,Underwriting Risk,11428.10726,128.5714286
COMP_2_L,IND03,31.12.1978,14285.13408,INR,1978,22,L,Lapse,-0.2,Underwriting Risk,-2857.026816,-52.38095238
COMP_2_L,IND03,31.12.1978,42855.40224,INR,1978,23,L,Expense,0.1,Underwriting Risk,4285.540224,-23.80952381
COMP_1_NL,IND03,31.12.1978,190468.4544,INR,1978,19,A,Equity,-0.15,Underwriting Risk,-28570.26816,-71.42857143
COMP_1_NL,IND03,31.12.1978,95234.2272,INR,1978,20,A,Property,-0.1,Underwriting Risk,-9523.42272,-14.28571429
COMP_1_NL,IND03,31.12.1978,95234.2272,INR,1978,21,A,Stock Prices,0.07,Underwriting Risk,6666.395904,300
COMP_1_NL,IND03,31.12.1978,47617.1136,INR,1978,22,A,Market Volatility,0.25,Underwriting Risk,11904.2784,-4.761904762
COMP_1_NL,IND03,31.12.1978,19046.84544,INR,1978,23,L,Premium&Reserve,0.1,Underwriting Risk,1904.684544,-23.80952381
COMP_2_NL,IND03,31.12.1978,95234.2272,INR,1978,19,A,Equity,-0.15,Underwriting Risk,-14285.13408,-71.42857143
COMP_2_NL,IND03,31.12.1978,47617.1136,INR,1978,20,A,Property,-0.1,Underwriting Risk,-4761.71136,23.80952381
COMP_2_NL,IND03,31.12.1978,47617.1136,INR,1978,21,A,Stock Prices,0.07,Underwriting Risk,3333.197952,-33.33333333
COMP_2_NL,IND03,31.12.1978,23808.5568,INR,1978,22,A,Market Volatility,0.25,Underwriting Risk,5952.1392,-4.761904762
COMP_2_NL,IND03,31.12.1978,9523.42272,INR,1978,23,L,Premium&Reserve,0.1,Underwriting Risk,952.342272,-23.80952381
COMP_1_L,IND03,31.03.1979,107138.5056,INR,1978,19,L,Mortality,0.2,Underwriting Risk,21427.70112,50
COMP_1_L,IND03,31.03.1979,42855.40224,INR,1978,20,L,Morbidity,-0.3,Underwriting Risk,-12856.62067,-35
COMP_1_L,IND03,31.03.1979,128566.2067,INR,1978,21,L,Longevity,0.2,Underwriting Risk,25713.24134,-25
COMP_1_L,IND03,31.03.1979,32141.55168,INR,1978,22,L,Lapse,-0.2,Underwriting Risk,-6428.310336,-12.5
COMP_1_L,IND03,31.03.1979,96424.65504,INR,1978,23,L,Expense,0.3,Underwriting Risk,28927.39651,237.5
COMP_2_L,IND03,31.03.1979,53569.2528,INR,1978,19,L,Mortality,0.2,Underwriting Risk,10713.85056,50
COMP_2_L,IND03,31.03.1979,21427.70112,INR,1978,20,L,Morbidity,-0.3,Underwriting Risk,-6428.310336,-35
COMP_2_L,IND03,31.03.1979,64283.10336,INR,1978,21,L,Longevity,0.3,Underwriting Risk,19284.93101,68.75
COMP_2_L,IND03,31.03.1979,16070.77584,INR,1978,22,L,Lapse,-0.25,Underwriting Risk,-4017.69396,-40.625
COMP_2_L,IND03,31.03.1979,48212.32752,INR,1978,23,L,Expense,0.05,Underwriting Risk,2410.616376,-43.75
COMP_1_NL,IND03,31.03.1979,214277.0112,INR,1978,19,A,Equity,-0.2,Underwriting Risk,-42855.40224,-50
COMP_1_NL,IND03,31.03.1979,107138.5056,INR,1978,20,A,Property,-0.1,Underwriting Risk,-10713.85056,-12.5
COMP_1_NL,IND03,31.03.1979,107138.5056,INR,1978,21,A,Stock Prices,0.12,Underwriting Risk,12856.62067,92.85714286
COMP_1_NL,IND03,31.03.1979,53569.2528,INR,1978,22,A,Market Volatility,0.2,Underwriting Risk,10713.85056,-10
COMP_1_NL,IND03,31.03.1979,21427.70112,INR,1978,23,L,Premium&Reserve,0.05,Underwriting Risk,1071.385056,-43.75
COMP_2_NL,IND03,31.03.1979,107138.5056,INR,1978,19,A,Equity,-0.2,Underwriting Risk,-21427.70112,-50
COMP_2_NL,IND03,31.03.1979,53569.2528,INR,1978,20,A,Property,-0.05,Underwriting Risk,-2678.46264,43.75
COMP_2_NL,IND03,31.03.1979,53569.2528,INR,1978,21,A,Stock Prices,0.02,Underwriting Risk,1071.385056,-67.85714286
COMP_2_NL,IND03,31.03.1979,26784.6264,INR,1978,22,A,Market Volatility,0.2,Underwriting Risk,5356.92528,-10
COMP_2_NL,IND03,31.03.1979,10713.85056,INR,1978,23,L,Premium&Reserve,0.05,Underwriting Risk,535.692528,-43.75
COMP_1_L,IND03,30.06.1979,128566.2067,INR,1979,19,L,Mortality,0.1,Underwriting Risk,12856.62067,-40
COMP_1_L,IND03,30.06.1979,51426.48269,INR,1979,20,L,Morbidity,-0.2,Underwriting Risk,-10285.29654,20
COMP_1_L,IND03,30.06.1979,154279.4481,INR,1979,21,L,Longevity,0.1,Underwriting Risk,15427.94481,-40
COMP_1_L,IND03,30.06.1979,38569.86202,INR,1979,22,L,Lapse,-0.2,Underwriting Risk,-7713.972403,-20
COMP_1_L,IND03,30.06.1979,115709.586,INR,1979,23,L,Expense,0.05,Underwriting Risk,5785.479302,-80
COMP_2_L,IND03,30.06.1979,64283.10336,INR,1979,19,L,Mortality,0.1,Underwriting Risk,6428.310336,-40
COMP_2_L,IND03,30.06.1979,25713.24134,INR,1979,20,L,Morbidity,-0.2,Underwriting Risk,-5142.648269,20
COMP_2_L,IND03,30.06.1979,77139.72403,INR,1979,21,L,Longevity,0.1,Underwriting Risk,7713.972403,-60
COMP_2_L,IND03,30.06.1979,19284.93101,INR,1979,22,L,Lapse,-0.15,Underwriting Risk,-2892.739651,28
COMP_2_L,IND03,30.06.1979,57854.79302,INR,1979,23,L,Expense,0.15,Underwriting Risk,8678.218954,260
COMP_1_NL,IND03,30.06.1979,257132.4134,INR,1979,19,A,Equity,-0.1,Underwriting Risk,-25713.24134,40
COMP_1_NL,IND03,30.06.1979,128566.2067,INR,1979,20,A,Property,-0.1,Underwriting Risk,-12856.62067,-20
COMP_1_NL,IND03,30.06.1979,128566.2067,INR,1979,21,A,Stock Prices,0.02,Underwriting Risk,2571.324134,-80
COMP_1_NL,IND03,30.06.1979,64283.10336,INR,1979,22,A,Market Volatility,0.3,Underwriting Risk,19284.93101,80
COMP_1_NL,IND03,30.06.1979,25713.24134,INR,1979,23,L,Premium&Reserve,0.15,Underwriting Risk,3856.986202,260
COMP_2_NL,IND03,30.06.1979,128566.2067,INR,1979,19,A,Equity,-0.1,Underwriting Risk,-12856.62067,40
COMP_2_NL,IND03,30.06.1979,64283.10336,INR,1979,20,A,Property,-0.15,Underwriting Risk,-9642.465504,-260
COMP_2_NL,IND03,30.06.1979,64283.10336,INR,1979,21,A,Stock Prices,0.12,Underwriting Risk,7713.972403,620
COMP_2_NL,IND03,30.06.1979,32141.55168,INR,1979,22,A,Market Volatility,0.3,Underwriting Risk,9642.465504,80
COMP_2_NL,IND03,30.06.1979,12856.62067,INR,1979,23,L,Premium&Reserve,0.15,Underwriting Risk,1928.493101,260
COMP_1_L,IND03,30.09.1979,149993.9078,INR,1979,19,L,Mortality,0.15,Underwriting Risk,22499.08618,75
COMP_1_L,IND03,30.09.1979,59997.56314,INR,1979,20,L,Morbidity,-0.25,Underwriting Risk,-14999.39078,-45.83333333
COMP_1_L,IND03,30.09.1979,179992.6894,INR,1979,21,L,Longevity,0.3,Underwriting Risk,53997.80682,250
COMP_1_L,IND03,30.09.1979,44998.17235,INR,1979,22,L,Lapse,-0.2,Underwriting Risk,-8999.63447,-16.66666667
COMP_1_L,IND03,30.09.1979,134994.5171,INR,1979,23,L,Expense,0.1,Underwriting Risk,13499.45171,133.3333333
COMP_2_L,IND03,30.09.1979,74996.95392,INR,1979,19,L,Mortality,0.15,Underwriting Risk,11249.54309,75
COMP_2_L,IND03,30.09.1979,29998.78157,INR,1979,20,L,Morbidity,-0.25,Underwriting Risk,-7499.695392,-45.83333333
COMP_2_L,IND03,30.09.1979,89996.3447,INR,1979,21,L,Longevity,0.2,Underwriting Risk,17999.26894,133.3333333
COMP_2_L,IND03,30.09.1979,22499.08618,INR,1979,22,L,Lapse,-0.2,Underwriting Risk,-4499.817235,-55.55555556
COMP_2_L,IND03,30.09.1979,67497.25853,INR,1979,23,L,Expense,0.1,Underwriting Risk,6749.725853,-22.22222222
COMP_1_NL,IND03,30.09.1979,299987.8157,INR,1979,19,A,Equity,-0.15,Underwriting Risk,-44998.17235,-75
COMP_1_NL,IND03,30.09.1979,149993.9078,INR,1979,20,A,Property,-0.1,Underwriting Risk,-14999.39078,-16.66666667
COMP_1_NL,IND03,30.09.1979,149993.9078,INR,1979,21,A,Stock Prices,0.07,Underwriting Risk,10499.57355,308.3333333
COMP_1_NL,IND03,30.09.1979,74996.95392,INR,1979,22,A,Market Volatility,0.25,Underwriting Risk,18749.23848,-2.777777778
COMP_1_NL,IND03,30.09.1979,29998.78157,INR,1979,23,L,Premium&Reserve,0.1,Underwriting Risk,2999.878157,-22.22222222
COMP_2_NL,IND03,30.09.1979,149993.9078,INR,1979,19,A,Equity,-0.15,Underwriting Risk,-22499.08618,-75
COMP_2_NL,IND03,30.09.1979,74996.95392,INR,1979,20,A,Property,-0.1,Underwriting Risk,-7499.695392,22.22222222
COMP_2_NL,IND03,30.09.1979,74996.95392,INR,1979,21,A,Stock Prices,0.07,Underwriting Risk,5249.786774,-31.94444444
COMP_2_NL,IND03,30.09.1979,37498.47696,INR,1979,22,A,Market Volatility,0.25,Underwriting Risk,9374.61924,-2.777777778
COMP_2_NL,IND03,30.09.1979,14999.39078,INR,1979,23,L,Premium&Reserve,0.1,Underwriting Risk,1499.939078,-22.22222222
COMP_1_L,IND03,31.12.1979,149993.9078,INR,1979,19,L,Mortality,0.2,Underwriting Risk,29998.78157,33.33333333
COMP_1_L,IND03,31.12.1979,59997.56314,INR,1979,20,L,Morbidity,-0.3,Underwriting Risk,-17999.26894,-20
COMP_1_L,IND03,31.12.1979,179992.6894,INR,1979,21,L,Longevity,0.2,Underwriting Risk,35998.53788,-33.33333333
COMP_1_L,IND03,31.12.1979,44998.17235,INR,1979,22,L,Lapse,-0.2,Underwriting Risk,-8999.63447,0
COMP_1_L,IND03,31.12.1979,134994.5171,INR,1979,23,L,Expense,0.3,Underwriting Risk,40498.35512,200
COMP_2_L,IND03,31.12.1979,74996.95392,INR,1979,19,L,Mortality,0.2,Underwriting Risk,14999.39078,33.33333333
COMP_2_L,IND03,31.12.1979,29998.78157,INR,1979,20,L,Morbidity,-0.3,Underwriting Risk,-8999.63447,-20
COMP_2_L,IND03,31.12.1979,89996.3447,INR,1979,21,L,Longevity,0.3,Underwriting Risk,26998.90341,50
COMP_2_L,IND03,31.12.1979,22499.08618,INR,1979,22,L,Lapse,-0.25,Underwriting Risk,-5624.771544,-25
COMP_2_L,IND03,31.12.1979,67497.25853,INR,1979,23,L,Expense,0.05,Underwriting Risk,3374.862926,-50
COMP_1_NL,IND03,31.12.1979,299987.8157,INR,1979,19,A,Equity,-0.2,Underwriting Risk,-59997.56314,-33.33333333
COMP_1_NL,IND03,31.12.1979,149993.9078,INR,1979,20,A,Property,-0.1,Underwriting Risk,-14999.39078,0
COMP_1_NL,IND03,31.12.1979,149993.9078,INR,1979,21,A,Stock Prices,0.12,Underwriting Risk,17999.26894,71.42857143
COMP_1_NL,IND03,31.12.1979,74996.95392,INR,1979,22,A,Market Volatility,0.2,Underwriting Risk,14999.39078,-20
COMP_1_NL,IND03,31.12.1979,29998.78157,INR,1979,23,L,Premium&Reserve,0.05,Underwriting Risk,1499.939078,-50
COMP_2_NL,IND03,31.12.1979,149993.9078,INR,1979,19,A,Equity,-0.2,Underwriting Risk,-29998.78157,-33.33333333
COMP_2_NL,IND03,31.12.1979,74996.95392,INR,1979,20,A,Property,-0.05,Underwriting Risk,-3749.847696,50
COMP_2_NL,IND03,31.12.1979,74996.95392,INR,1979,21,A,Stock Prices,0.02,Underwriting Risk,1499.939078,-71.42857143
COMP_2_NL,IND03,31.12.1979,37498.47696,INR,1979,22,A,Market Volatility,0.2,Underwriting Risk,7499.695392,-20
COMP_2_NL,IND03,31.12.1979,14999.39078,INR,1979,23,L,Premium&Reserve,0.05,Underwriting Risk,749.9695392,-50
COMP_1_L,IND03,31.03.1980,192849.3101,INR,1979,19,L,Mortality,0.1,Underwriting Risk,19284.93101,-35.71428571
COMP_1_L,IND03,31.03.1980,77139.72403,INR,1979,20,L,Morbidity,-0.2,Underwriting Risk,-15427.94481,14.28571429
COMP_1_L,IND03,31.03.1980,231419.1721,INR,1979,21,L,Longevity,0.1,Underwriting Risk,23141.91721,-35.71428571
COMP_1_L,IND03,31.03.1980,57854.79302,INR,1979,22,L,Lapse,-0.2,Underwriting Risk,-11570.9586,-28.57142857
COMP_1_L,IND03,31.03.1980,173564.3791,INR,1979,23,L,Expense,0.05,Underwriting Risk,8678.218954,-78.57142857
COMP_2_L,IND03,31.03.1980,96424.65504,INR,1979,19,L,Mortality,0.1,Underwriting Risk,9642.465504,-35.71428571
COMP_2_L,IND03,31.03.1980,38569.86202,INR,1979,20,L,Morbidity,-0.2,Underwriting Risk,-7713.972403,14.28571429
COMP_2_L,IND03,31.03.1980,115709.586,INR,1979,21,L,Longevity,0.1,Underwriting Risk,11570.9586,-57.14285714
COMP_2_L,IND03,31.03.1980,28927.39651,INR,1979,22,L,Lapse,-0.15,Underwriting Risk,-4339.109477,22.85714286
COMP_2_L,IND03,31.03.1980,86782.18954,INR,1979,23,L,Expense,0.15,Underwriting Risk,13017.32843,285.7142857
COMP_1_NL,IND03,31.03.1980,385698.6202,INR,1979,19,A,Equity,-0.1,Underwriting Risk,-38569.86202,35.71428571
COMP_1_NL,IND03,31.03.1980,192849.3101,INR,1979,20,A,Property,-0.1,Underwriting Risk,-19284.93101,-28.57142857
COMP_1_NL,IND03,31.03.1980,192849.3101,INR,1979,21,A,Stock Prices,0.02,Underwriting Risk,3856.986202,-78.57142857
COMP_1_NL,IND03,31.03.1980,96424.65504,INR,1979,22,A,Market Volatility,0.3,Underwriting Risk,28927.39651,92.85714286
COMP_1_NL,IND03,31.03.1980,38569.86202,INR,1979,23,L,Premium&Reserve,0.15,Underwriting Risk,5785.479302,285.7142857
COMP_2_NL,IND03,31.03.1980,192849.3101,INR,1979,19,A,Equity,-0.1,Underwriting Risk,-19284.93101,35.71428571
COMP_2_NL,IND03,31.03.1980,96424.65504,INR,1979,20,A,Property,-0.15,Underwriting Risk,-14463.69826,-285.7142857
COMP_2_NL,IND03,31.03.1980,96424.65504,INR,1979,21,A,Stock Prices,0.12,Underwriting Risk,11570.9586,671.4285714
COMP_2_NL,IND03,31.03.1980,48212.32752,INR,1979,22,A,Market Volatility,0.3,Underwriting Risk,14463.69826,92.85714286
COMP_2_NL,IND03,31.03.1980,19284.93101,INR,1979,23,L,Premium&Reserve,0.15,Underwriting Risk,2892.739651,285.7142857
COMP_1_L,IND03,30.06.1980,173564.3791,INR,1980,19,L,Mortality,0.15,Underwriting Risk,26034.65686,35
COMP_1_L,IND03,30.06.1980,69425.75163,INR,1980,20,L,Morbidity,-0.25,Underwriting Risk,-17356.43791,-12.5
COMP_1_L,IND03,30.06.1980,208277.2549,INR,1980,21,L,Longevity,0.3,Underwriting Risk,62483.17647,170
COMP_1_L,IND03,30.06.1980,52069.31372,INR,1980,22,L,Lapse,-0.2,Underwriting Risk,-10413.86274,10
COMP_1_L,IND03,30.06.1980,156207.9412,INR,1980,23,L,Expense,0.1,Underwriting Risk,15620.79412,80
COMP_2_L,IND03,30.06.1980,86782.18954,INR,1980,19,L,Mortality,0.15,Underwriting Risk,13017.32843,35
COMP_2_L,IND03,30.06.1980,34712.87581,INR,1980,20,L,Morbidity,-0.25,Underwriting Risk,-8678.218954,-12.5
COMP_2_L,IND03,30.06.1980,104138.6274,INR,1980,21,L,Longevity,0.2,Underwriting Risk,20827.72549,80
COMP_2_L,IND03,30.06.1980,26034.65686,INR,1980,22,L,Lapse,-0.2,Underwriting Risk,-5206.931372,-20
COMP_2_L,IND03,30.06.1980,78103.97058,INR,1980,23,L,Expense,0.1,Underwriting Risk,7810.397058,-40
COMP_1_NL,IND03,30.06.1980,347128.7581,INR,1980,19,A,Equity,-0.15,Underwriting Risk,-52069.31372,-35
COMP_1_NL,IND03,30.06.1980,173564.3791,INR,1980,20,A,Property,-0.1,Underwriting Risk,-17356.43791,10
COMP_1_NL,IND03,30.06.1980,173564.3791,INR,1980,21,A,Stock Prices,0.07,Underwriting Risk,12149.50654,215
COMP_1_NL,IND03,30.06.1980,86782.18954,INR,1980,22,A,Market Volatility,0.25,Underwriting Risk,21695.54738,-25
COMP_1_NL,IND03,30.06.1980,34712.87581,INR,1980,23,L,Premium&Reserve,0.1,Underwriting Risk,3471.287581,-40
COMP_2_NL,IND03,30.06.1980,173564.3791,INR,1980,19,A,Equity,-0.15,Underwriting Risk,-26034.65686,-35
COMP_2_NL,IND03,30.06.1980,86782.18954,INR,1980,20,A,Property,-0.1,Underwriting Risk,-8678.218954,40
COMP_2_NL,IND03,30.06.1980,86782.18954,INR,1980,21,A,Stock Prices,0.07,Underwriting Risk,6074.753268,-47.5
COMP_2_NL,IND03,30.06.1980,43391.09477,INR,1980,22,A,Market Volatility,0.25,Underwriting Risk,10847.77369,-25
COMP_2_NL,IND03,30.06.1980,17356.43791,INR,1980,23,L,Premium&Reserve,0.1,Underwriting Risk,1735.643791,-40
COMP_1_L,IND03,30.09.1980,134994.5171,INR,1980,19,L,Mortality,0.2,Underwriting Risk,26998.90341,3.703703704
COMP_1_L,IND03,30.09.1980,53997.80682,INR,1980,20,L,Morbidity,-0.3,Underwriting Risk,-16199.34205,6.666666667
COMP_1_L,IND03,30.09.1980,161993.4205,INR,1980,21,L,Longevity,0.2,Underwriting Risk,32398.68409,-48.14814815
COMP_1_L,IND03,30.09.1980,40498.35512,INR,1980,22,L,Lapse,-0.2,Underwriting Risk,-8099.671023,22.22222222
COMP_1_L,IND03,30.09.1980,121495.0654,INR,1980,23,L,Expense,0.3,Underwriting Risk,36448.51961,133.3333333
COMP_2_L,IND03,30.09.1980,67497.25853,INR,1980,19,L,Mortality,0.2,Underwriting Risk,13499.45171,3.703703704
COMP_2_L,IND03,30.09.1980,26998.90341,INR,1980,20,L,Morbidity,-0.3,Underwriting Risk,-8099.671023,6.666666667
COMP_2_L,IND03,30.09.1980,80996.71023,INR,1980,21,L,Longevity,0.3,Underwriting Risk,24299.01307,16.66666667
COMP_2_L,IND03,30.09.1980,20249.17756,INR,1980,22,L,Lapse,-0.25,Underwriting Risk,-5062.29439,2.777777778
COMP_2_L,IND03,30.09.1980,60747.53268,INR,1980,23,L,Expense,0.05,Underwriting Risk,3037.376634,-61.11111111
COMP_1_NL,IND03,30.09.1980,269989.0341,INR,1980,19,A,Equity,-0.2,Underwriting Risk,-53997.80682,-3.703703704
COMP_1_NL,IND03,30.09.1980,134994.5171,INR,1980,20,A,Property,-0.1,Underwriting Risk,-13499.45171,22.22222222
COMP_1_NL,IND03,30.09.1980,134994.5171,INR,1980,21,A,Stock Prices,0.12,Underwriting Risk,16199.34205,33.33333333
COMP_1_NL,IND03,30.09.1980,67497.25853,INR,1980,22,A,Market Volatility,0.2,Underwriting Risk,13499.45171,-37.77777778
COMP_1_NL,IND03,30.09.1980,26998.90341,INR,1980,23,L,Premium&Reserve,0.05,Underwriting Risk,1349.945171,-61.11111111
COMP_2_NL,IND03,30.09.1980,134994.5171,INR,1980,19,A,Equity,-0.2,Underwriting Risk,-26998.90341,-3.703703704
COMP_2_NL,IND03,30.09.1980,67497.25853,INR,1980,20,A,Property,-0.05,Underwriting Risk,-3374.862926,61.11111111
COMP_2_NL,IND03,30.09.1980,67497.25853,INR,1980,21,A,Stock Prices,0.02,Underwriting Risk,1349.945171,-77.77777778
COMP_2_NL,IND03,30.09.1980,33748.62926,INR,1980,22,A,Market Volatility,0.2,Underwriting Risk,6749.725853,-37.77777778
COMP_2_NL,IND03,30.09.1980,13499.45171,INR,1980,23,L,Premium&Reserve,0.05,Underwriting Risk,674.9725853,-61.11111111
COMP_1_L,IND03,31.12.1980,96424.65504,INR,1980,19,L,Mortality,0.1,Underwriting Risk,9642.465504,-64.28571429
COMP_1_L,IND03,31.12.1980,38569.86202,INR,1980,20,L,Morbidity,-0.2,Underwriting Risk,-7713.972403,52.38095238
COMP_1_L,IND03,31.12.1980,115709.586,INR,1980,21,L,Longevity,0.1,Underwriting Risk,11570.9586,-64.28571429
COMP_1_L,IND03,31.12.1980,28927.39651,INR,1980,22,L,Lapse,-0.2,Underwriting Risk,-5785.479302,28.57142857
COMP_1_L,IND03,31.12.1980,86782.18954,INR,1980,23,L,Expense,0.05,Underwriting Risk,4339.109477,-88.0952381
COMP_2_L,IND03,31.12.1980,48212.32752,INR,1980,19,L,Mortality,0.1,Underwriting Risk,4821.232752,-64.28571429
